function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
20344;libtorch_python.so;getPyInterpreter();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_Z16getPyInterpreterv;;
18309;libtorch_python.so;torch::PythonArgs::symintlist(int);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch10PythonArgs10symintlistEi;;
18245;libtorch_python.so;c10::DispatchKeySet::DispatchKeySet(c10::DispatchKey);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1014DispatchKeySetC1ENS_11DispatchKeyE;;
18242;libtorch_python.so;c10::StorageImpl::~StorageImpl();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1011StorageImplD0Ev;;
18127;libtorch_python.so;torch::autograd::THPVariable_to(_object*, _object*, _object*);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL14THPVariable_toEP7_objectS2_S2_;;
17686;libtorch_python.so;torch::autograd::THPVariable_lerp_(_object*, _object*, _object*);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL17THPVariable_lerp_EP7_objectS2_S2_;;
17567;libtorch_python.so;torch::PythonArgs::tensor(int) [clone .constprop.0];;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch10PythonArgs6tensorEi.constprop.0;;
16578;libtorch_cpu.so;_ZN2at6detail9empty_cpuEN3c108ArrayRefIlEERKNS1_13TensorOptionsE@plt;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6detail9empty_cpuEN3c108ArrayRefIlEERKNS1_13TensorOptionsE@plt;;
-1;kernel;update_vsyscall;;0.04;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";update_vsyscall;;
15579;libtorch_cpu.so;_ZNSt6vectorIN3c106SymIntESaIS1_EED1Ev@plt;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt6vectorIN3c106SymIntESaIS1_EED1Ev@plt;;
15526;libtorch_python.so;pybind11::detail::get_local_internals();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN8pybind116detail19get_local_internalsEv;;
14025;libtorch_cpu.so;_ZN3c10miEiRKNS_6SymIntE@plt;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c10miEiRKNS_6SymIntE@plt;;
-1;kernel;update_curr;;0.04;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";update_curr;;
-1;kernel;update_rq_clock;;0.04;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";update_rq_clock;;
9198;libtorch_cpu.so;_ZN2at18TensorIteratorBase8for_eachEN3c1012function_refIFvPPcPKlllEEEl@plt;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at18TensorIteratorBase8for_eachEN3c1012function_refIFvPPcPKlllEEEl@plt;;
6198;python3.9;bounded_lru_cache_wrapper;_functoolsmodule.c:919-922,_functoolsmodule.c:929-931,_functoolsmodule.c:978-1012,_functoolsmodule.c:1019-1019,_functoolsmodule.c:1033-1039,_functoolsmodule.c:1045-1046,_functoolsmodule.c:1053-1053,_functoolsmodule.c:1060-1060,_functoolsmodule.c:1084-1086,_functoolsmodule.c:1096-1096,_functoolsmodule.c:1111-1115,_functoolsmodule.c:1122-1122,_functoolsmodule.c:1139-1139,object.h:408-408,object.h:422-422,object.h:430-430;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";bounded_lru_cache_wrapper;;
5816;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;broadcast_strides;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";broadcast_strides;;
4926;python3.9;dict_length;dictobject.c:2126-2128;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";dict_length;;
4902;python3.9;type_name;object.h:408-408,typeobject.c:464-474;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";type_name;;
4851;python3.9;_PyModule_ClearDict;moduleobject.c:565-565,moduleobject.c:576-584,moduleobject.c:591-591,moduleobject.c:599-605,moduleobject.c:612-612,moduleobject.c:623-623,object.h:628-628;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyModule_ClearDict;;
4682;python3.9;PyUnicode_FromFormat;unicodeobject.c:3115-3127;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyUnicode_FromFormat;;
4664;python3.9;term_raw;pyarena.c:106-123,pyarena.c:182-183,pyarena.c:190-191,pegen.c:489-497,pegen.c:505-509,pegen.c:728-729,pegen.c:735-748,pegen.c:794-804,parse.c:9972-9972,parse.c:9978-9978,parse.c:9989-10024,parse.c:10035-10045,parse.c:10053-10054,parse.c:10061-10067,parse.c:10074-10084,parse.c:10092-10093,parse.c:10100-10106,parse.c:10113-10123,parse.c:10131-10132,parse.c:10139-10145,parse.c:10152-10162,parse.c:10170-10171,parse.c:10178-10184,parse.c:10191-10201,parse.c:10209-10210,parse.c:10217-10222,parse.c:10228-10229,parse.c:10236-10244;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";term_raw;;
4586;python3.9;_PyBytes_Resize;object.c:1824-1824,obmalloc.c:701-703,obmalloc.c:1420-1422,obmalloc.c:1953-1953,obmalloc.c:1971-1972,obmalloc.c:1980-1991,obmalloc.c:2008-2011,string3.h:52-52,object.h:133-133,object.h:143-143,object.h:422-422,object.h:430-430,object.h:628-628,bytesobject.c:3001-3012,bytesobject.c:3020-3026,bytesobject.c:3035-3037,bytesobject.c:3045-3046,bytesobject.c:3053-3053;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyBytes_Resize;;
4537;python3.9;min_max;pycore_pystate.h:55-55,tupleobject.c:92-93,tupleobject.c:104-104,tupleobject.c:119-120,tupleobject.c:131-136,bltinmodule.c:1577-1592,bltinmodule.c:1598-1605,bltinmodule.c:1612-1618,bltinmodule.c:1625-1638,bltinmodule.c:1646-1646,bltinmodule.c:1658-1664,bltinmodule.c:1684-1684,object.c:745-748,object.c:2205-2209,abstract.c:19-19,abstract.c:2660-2672,abstract.c:2702-2703,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628,pycore_object.h:39-39,pycore_object.h:46-51;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";min_max;;
4511;python3.9;PyLong_AsLong;object.h:422-422,object.h:430-430,object.h:628-628,longobject.c:510-520,longobject.c:526-530,longobject.c:536-548,longobject.c:556-559,longobject.c:568-568,longobject.c:579-589;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyLong_AsLong;;
4502;python3.9;unicode_startswith;unicodeobject.c:9914-9930,unicodeobject.c:9937-9947,unicodeobject.c:13816-13816,unicodeobject.c:13824-13829,unicodeobject.c:13836-13847,unicodeobject.c:13856-13856,boolobject.c:33-35,find.h:91-100,find.h:106-115,string3.h:121-121,object.h:408-408,object.h:628-628;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";unicode_startswith;;
4421;python3.9;vgetargskeywords;unicodeobject.c:2294-2294,unicodeobject.c:5182-5182,pycore_pystate.h:55-55,getargs.c:248-249,getargs.c:591-607,getargs.c:1651-1651,getargs.c:1664-1665,getargs.c:1675-1691,getargs.c:1698-1712,getargs.c:1720-1726,getargs.c:1733-1735,getargs.c:1741-1742,getargs.c:1749-1756,getargs.c:1762-1763,getargs.c:1770-1770,getargs.c:1780-1783,getargs.c:1789-1798,getargs.c:1806-1817,getargs.c:1827-1832,getargs.c:1839-1839,getargs.c:1846-1847,getargs.c:1854-1854,getargs.c:1867-1867,getargs.c:1874-1880,getargs.c:1890-1904,getargs.c:1910-1910,getargs.c:1916-1916,getargs.c:1922-1922,object.c:2205-2209,object.h:422-422,object.h:628-628,dictobject.c:1499-1502;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";vgetargskeywords;;
4417;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;PyArray_CreateSortedStridePerm;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyArray_CreateSortedStridePerm;;
4402;python3.9;method_vectorcall;pycore_pystate.h:55-55,classobject.c:38-60,classobject.c:66-71,classobject.c:77-90,abstract.h:73-74,abstract.h:114-119,string3.h:52-52,pycore_pyerrors.h:14-14,call.c:38-39,call.c:53-57,call.c:346-346,call.c:354-374,call.c:380-396;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";method_vectorcall;;
4391;python3.9;tuplesubscript;pycore_abstract.h:15-16,pycore_pystate.h:55-55,tupleobject.c:36-36,tupleobject.c:405-409,tupleobject.c:768-777,tupleobject.c:783-812,tupleobject.c:821-821,abstract.c:1331-1333,abstract.c:1341-1345,abstract.c:1376-1392,abstract.c:1399-1399,abstract.c:1406-1406,pycore_pyerrors.h:14-14,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:623-644,longobject.c:650-653,longobject.c:659-659;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";tuplesubscript;;
4390;python3.9;PyObject_GetItem;pycore_abstract.h:15-16,abstract.c:19-19,abstract.c:147-169,abstract.c:177-190,abstract.c:197-197,object.h:422-422,object.h:430-430;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_GetItem;;
4379;python3.9;BaseException_dealloc;pycore_pystate.h:55-55,gcmodule.c:256-262,gcmodule.c:2350-2357,exceptions.c:76-80,exceptions.c:86-90,object.c:2205-2209,obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923,object.h:422-422,object.h:430-430,pycore_object.h:74-79;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";BaseException_dealloc;;
4363;python3.9;PyErr_ExceptionMatches;pycore_pystate.h:55-55,errors.c:261-270,errors.c:279-282,errors.c:299-302,pycore_pyerrors.h:14-14,object.h:628-630,typeobject.c:1412-1417,typeobject.c:1425-1433;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyErr_ExceptionMatches;;
4334;python3.9;method_vectorcall_NOARGS;pymath.c:89-94,pycore_pystate.h:55-55,descrobject.c:77-77,descrobject.c:260-263,descrobject.c:270-273,descrobject.c:290-293,descrobject.c:417-423,descrobject.c:433-439,object.h:128-128,object.h:143-143,object.h:408-408,object.h:422-422,object.h:430-430,longobject.c:49-49,longobject.c:311-311,longobject.c:1155-1165,longobject.c:1177-1187,longobject.c:5430-5438,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1412-1415,typeobject.c:1425-1433;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";method_vectorcall_NOARGS;;
4328;python3.9;object_dealloc;obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923,typeobject.c:3950-3952;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";object_dealloc;;
4325;python3.9;_copy_characters;unicodeobject.c:1559-1559,unicodeobject.c:1575-1581,unicodeobject.c:1597-1599,unicodeobject.c:1607-1616,unicodeobject.c:1623-1626,unicodeobject.c:1633-1636,unicodeobject.c:1646-1650,unicodeobject.c:1657-1660,unicodeobject.c:1670-1670,unicodeobject.c:1682-1688,unicodeobject.c:1695-1695,string3.h:52-52;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_copy_characters;;
4308;python3.9;cfunction_vectorcall_FASTCALL;pycore_pystate.h:55-55,abstract.h:62-62,methodobject.c:392-392,methodobject.c:409-412,methodobject.c:419-433,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";cfunction_vectorcall_FASTCALL;;
4307;python3.9;tupleiter_next;tupleobject.c:1015-1035,object.h:408-408,object.h:422-422,object.h:430-430;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";tupleiter_next;;
4306;python3.9;tuple_iter;pycore_pystate.h:55-55,tupleobject.c:1120-1123,tupleobject.c:1130-1135,gcmodule.c:1394-1402,gcmodule.c:1439-1442,gcmodule.c:2256-2260,gcmodule.c:2269-2287,gcmodule.c:2306-2306,objimpl.h:69-69,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:685-685,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,object.h:133-138,object.h:408-409,object.h:628-628,pycore_object.h:46-51;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";tuple_iter;;
4305;python3.9;PyObject_GetIter;abstract.c:19-19,abstract.c:2659-2672,abstract.c:2681-2681,object.h:422-422;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_GetIter;;
4294;python3.9;member_get;floatobject.c:118-130,structmember.c:12-15,structmember.c:30-36,structmember.c:48-56,structmember.c:65-80,structmember.c:88-88,objimpl.h:69-69,descrobject.c:77-77,descrobject.c:158-168,descrobject.c:174-175,object.c:1824-1824,object.h:128-138,object.h:408-409,object.h:487-487,typeobject.c:1412-1415,typeobject.c:1425-1433;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";member_get;;
4274;python3.9;update_one_slot;pycore_pystate.h:55-55,eq.h:17-24,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,typeobject.c:1412-1415,typeobject.c:1425-1433,typeobject.c:3190-3194,typeobject.c:3201-3211,typeobject.c:3222-3236,typeobject.c:7352-7372,typeobject.c:7395-7403,typeobject.c:7410-7416,typeobject.c:7478-7483,typeobject.c:7497-7499,typeobject.c:7505-7520,typeobject.c:7530-7536,typeobject.c:7549-7549,typeobject.c:7555-7572,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:880-906,dictobject.c:1439-1448;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";update_one_slot;;
4238;python3.9;PyCode_NewWithPosOnlyArgs;codeobject.c:123-123,codeobject.c:129-140,codeobject.c:146-165,codeobject.c:172-172,codeobject.c:178-194,codeobject.c:200-272,object.h:408-408,object.h:628-628;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyCode_NewWithPosOnlyArgs;;
4237;python3.9;_PyUnicode_FromUCS1;find_max_char.h:22-43,unicodeobject.c:2134-2135,unicodeobject.c:2141-2153,unicodeobject.c:2370-2387,string3.h:52-52,object.h:408-409;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyUnicode_FromUCS1;;
4232;python3.9;r_object;unicodeobject.c:2452-2452,pycore_pystate.h:55-55,marshal.c:708-710,marshal.c:782-787,marshal.c:793-826,marshal.c:832-834,marshal.c:840-840,marshal.c:885-885,marshal.c:895-895,marshal.c:909-909,marshal.c:926-928,marshal.c:937-937,marshal.c:944-944,marshal.c:953-955,marshal.c:961-962,marshal.c:969-969,marshal.c:976-977,marshal.c:986-1002,marshal.c:1012-1012,marshal.c:1027-1031,marshal.c:1052-1059,marshal.c:1066-1077,marshal.c:1083-1083,marshal.c:1091-1094,marshal.c:1104-1104,marshal.c:1113-1122,marshal.c:1133-1179,marshal.c:1187-1187,marshal.c:1251-1259,marshal.c:1268-1268,marshal.c:1277-1284,marshal.c:1292-1292,marshal.c:1300-1302,marshal.c:1326-1382,marshal.c:1405-1406,marshal.c:1412-1413,marshal.c:1428-1430,string3.h:52-52,object.h:143-143,object.h:408-408,object.h:422-422,object.h:496-496;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";r_object;;
4206;python3.9;do_mkvalue;floatobject.c:118-130,objimpl.h:69-69,object.c:1824-1824,modsupport.c:134-136,modsupport.c:144-158,modsupport.c:168-168,modsupport.c:175-175,modsupport.c:285-289,modsupport.c:297-297,modsupport.c:304-304,modsupport.c:312-313,modsupport.c:322-322,modsupport.c:328-328,modsupport.c:335-335,modsupport.c:370-370,modsupport.c:379-385,modsupport.c:393-395,modsupport.c:409-409,modsupport.c:415-415,modsupport.c:423-423,modsupport.c:431-436,modsupport.c:447-453,modsupport.c:461-461,modsupport.c:469-480,modsupport.c:510-510,object.h:133-138,object.h:408-409,object.h:422-422;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";do_mkvalue;;
4204;python3.9;va_build_value;modsupport.c:46-49,modsupport.c:58-66,modsupport.c:76-80,modsupport.c:549-568;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";va_build_value;;
4198;python3.9;assign_version_tag;object.h:408-408,object.h:496-496,typeobject.c:366-366,typeobject.c:375-409,pycore_object.h:105-105;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";assign_version_tag;;
4192;python3.9;_PyObject_New;objimpl.h:69-69,object.c:164-171,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:683-685,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,object.h:133-138,object.h:408-408;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyObject_New;;
4176;python3.9;visit_decref;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:440-440,gcmodule.c:449-454,typeobject.c:3764-3764,pycore_object.h:112-114;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";visit_decref;;
4162;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;array_array;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";array_array;;
4159;python3.9;PyErr_Clear;pycore_pystate.h:55-55,errors.c:55-61,errors.c:461-464,object.c:2205-2209,object.h:422-422,object.h:430-430,object.h:496-496;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyErr_Clear;;
4157;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;_array_fromobject_generic;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_array_fromobject_generic;;
4156;python3.9;PyTuple_Pack.constprop.1;pycore_pystate.h:55-55,tupleobject.c:73-76,tupleobject.c:92-93,tupleobject.c:196-196,tupleobject.c:207-207,tupleobject.c:215-222,object.c:1824-1824,object.h:133-133,object.h:408-408,pycore_object.h:39-39,pycore_object.h:46-51;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyTuple_Pack.constprop.1;;
4136;python3.9;_PyDict_GetItem_KnownHash;object.h:628-628,dictobject.c:1434-1449;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyDict_GetItem_KnownHash;;
4121;python3.9;_PyObject_Free;obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1914-1916,obmalloc.c:1922-1925;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyObject_Free;;
4120;python3.9;PyObject_Free;obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:708-710,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1916-1916,obmalloc.c:1923-1923;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_Free;;
4098;python3.9;PyUnicode_FromString;unicodeobject.c:2293-2294,unicodeobject.c:2300-2300,unicodeobject.c:5182-5182;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyUnicode_FromString;;
4088;python3.9;PyObject_Malloc;obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:681-686,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_Malloc;;
4085;python3.9;PyList_New;pycore_pystate.h:55-55,object.c:1824-1824,object.h:133-133,object.h:143-143,listobject.c:140-160,listobject.c:166-169,pycore_object.h:39-39,pycore_object.h:46-52;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyList_New;;
3832;libtorch_python.so;PyEval_AcquireThread@plt;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyEval_AcquireThread@plt;;
3609;libstdc++.so.6.0.32;char* std::string::_S_construct<char const*>(char const*, char const*, std::allocator<char> const&, std::forward_iterator_tag);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSs12_S_constructIPKcEEPcT_S3_RKSaIcESt20forward_iterator_tag;;
3573;libstdc++.so.6.0.32;std::string::_Rep::_M_refcopy();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSs4_Rep10_M_refcopyEv;;
2259;libc.so.6;getutmp;;0.04;0.01;;;;;;;"0,0,0,50,0,0,50,0,0,0,0";getutmp;;
1972;libc10.so;c10::GetCurrentNUMANode();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1018GetCurrentNUMANodeEv;;
1950;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;PyArray_DTypeOrDescrConverterRequired;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyArray_DTypeOrDescrConverterRequired;;
1928;libc10.so;c10::{lambda()#1}::_FUN();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c10UlvE_4_FUNEv;;
1895;libstdc++.so.6.0.32;_X_ZNSs7_M_copyEPcPKcm;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_X_ZNSs7_M_copyEPcPKcm;;
1671;libc10.so;c10::impl::PyObjectSlot::set_owns_pyobj(bool);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl12PyObjectSlot14set_owns_pyobjEb;;
1670;libc10.so;c10::impl::PyObjectSlot::~PyObjectSlot();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl12PyObjectSlotD1Ev;;
1668;libc10.so;c10::impl::PyObjectSlot::owns_pyobj();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl12PyObjectSlot10owns_pyobjEv;;
1621;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;_buffer_get_info;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_buffer_get_info;;
1599;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;raw_array_assign_array;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";raw_array_assign_array;;
1579;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;PyArray_DiscoverDTypeAndShape_Recursive;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyArray_DiscoverDTypeAndShape_Recursive;;
1565;libc10.so;c10::intrusive_ptr<c10::TensorImpl, c10::detail::intrusive_target_default_null_type<c10::TensorImpl> > c10::TensorImpl::shallow_copy_and_detach_core<c10::VariableVersion const&>(c10::VariableVersion const&, bool) const;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c1010TensorImpl28shallow_copy_and_detach_coreIRKNS_15VariableVersionEEENS_13intrusive_ptrIS0_NS_6detail34intrusive_target_default_null_typeIS0_EEEEOT_b;;
1519;libc10.so;c10::TensorImpl::TensorImpl(c10::Storage&&, c10::DispatchKeySet, caffe2::TypeMeta);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1010TensorImplC1EONS_7StorageENS_14DispatchKeySetEN6caffe28TypeMetaE;;
1509;libc10.so;c10::TensorImpl::copy_tensor_metadata_except_version_counter(c10::TensorImpl const*, c10::TensorImpl*, bool);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1010TensorImpl43copy_tensor_metadata_except_version_counterEPKS0_PS0_b;;
1488;libc10.so;c10::TensorImpl::grad() const;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c1010TensorImpl4gradEv;;
1485;libc10.so;c10::TensorImpl::autograd_meta() const;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c1010TensorImpl13autograd_metaEv;;
1445;python3.9;slot_tp_call.cold;object.h:430-430,typeobject.c:6734-6739;0.04;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";slot_tp_call.cold;;
1296;libc10.so;c10::SymInt::sym_le(c10::SymInt const&) const;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c106SymInt6sym_leERKS0_;;
1235;libc10.so;c10::SymBool::guard_bool(char const*, long) const;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c107SymBool10guard_boolEPKcl;;
1218;libc10.so;c10::isSharedStorageAlias(c10::Storage const&, c10::Storage const&);;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1020isSharedStorageAliasERKNS_7StorageES2_;;
1212;libc10.so;c10::Scalar::operator-() const;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c106ScalarngEv;;
1151;libc10.so;c10::get_default_dtype_as_scalartype();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1031get_default_dtype_as_scalartypeEv;;
1100;libtorch_python.so;_ZNSt13_Bvector_baseISaIbEE13_M_deallocateEv@plt;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt13_Bvector_baseISaIbEE13_M_deallocateEv@plt;;
1028;_imaging.cpython-39-x86_64-linux-gnu.so;ImagingNewPrologueSubtype;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";ImagingNewPrologueSubtype;;
